,videoId,textDisplay,textOriginal,authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId,canRate,viewerRating,likeCount,publishedAt,updatedAt,parentId,timestamp
326,DtxWm-IYqEU,Dziękuję bardzo długo czekałem na władców pierścieni wielkie wielkie dzięki i czekam na kolejne części 😊😊😄,Dziękuję bardzo długo czekałem na władców pierścieni wielkie wielkie dzięki i czekam na kolejne części 😊😊😄,Bartosz Medyński,https://yt3.ggpht.com/ytc/AMLnZu9sQAqJqZf2NHFax6zUW-holSUXNCMweUi1HGzkaVVknmP9HLHMO00MyHGPSuZm=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCVNh5jPxSXVVpmTsLnlyWVg,{'value': 'UCVNh5jPxSXVVpmTsLnlyWVg'},True,none,7,2022-05-07T16:20:39Z,2022-05-07T16:20:39Z,,1651940439
327,DtxWm-IYqEU,"<a href=""https://www.youtube.com/watch?v=DtxWm-IYqEU&amp;t=6m55s"">6:55</a> to mi przypomniało, że czasem powtarzam o kobietach &quot;jest ładna, można jej zaufać&quot;","6:55 to mi przypomniało, że czasem powtarzam o kobietach ""jest ładna, można jej zaufać""",Przemek Grzyb,https://yt3.ggpht.com/ytc/AMLnZu8qZXHsqFKHM9SJX_EWmUV4UEISqPps6VXbEG8m=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC7bUDHUJaeIHiFTpZF-wCWA,{'value': 'UC7bUDHUJaeIHiFTpZF-wCWA'},True,none,2,2022-05-07T16:20:22Z,2022-05-07T16:20:22Z,,1651940422
328,DtxWm-IYqEU,To nayliepsy film,To nayliepsy film,OLEX Ts,https://yt3.ggpht.com/E_18mQL6hFvPnrFKLMuL09ZLUgrFnygRitOiCb5IepFtzjXt-3Sxrr9cAovFUy7W8lwV06XenA4=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UC2cd0-CIk0bTR7_a91kUJow,{'value': 'UC2cd0-CIk0bTR7_a91kUJow'},True,none,0,2022-05-07T16:20:14Z,2022-05-07T16:20:14Z,,1651940414
329,DtxWm-IYqEU,DOCZEKAŁEM SIĘ,DOCZEKAŁEM SIĘ,Anthony Taurentino,https://yt3.ggpht.com/ytc/AMLnZu_ibTi8GwEi8VmnBm9Jqspdaidfr-MrS-IKpE2O=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCwGK6BfK_SlNZJnO2yqWjUA,{'value': 'UCwGK6BfK_SlNZJnO2yqWjUA'},True,none,1,2022-05-07T16:19:29Z,2022-05-07T16:19:29Z,,1651940369
330,DtxWm-IYqEU,"Miałem nadzieję, że będzie dużo żartów o Seanie Beanie (aktorze grającego Boromira, Neda Starka i inne postacie, które umierają dość szybko).","Miałem nadzieję, że będzie dużo żartów o Seanie Beanie (aktorze grającego Boromira, Neda Starka i inne postacie, które umierają dość szybko).",Eryk,https://yt3.ggpht.com/ytc/AMLnZu82G10uulbklLBJtHU0SORZVQZa_BL72Unu4JGZRiMVlI2wsEzn_CZIfbhXfjOt=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCxHfx0CL1aw3GVXDRNkSeDQ,{'value': 'UCxHfx0CL1aw3GVXDRNkSeDQ'},True,none,3,2022-05-07T16:18:49Z,2022-05-07T16:18:49Z,,1651940329
331,DtxWm-IYqEU,Czekałem na to ;) Może za jakiś czas szyderczy skrót Rambo ?,Czekałem na to ;) Może za jakiś czas szyderczy skrót Rambo ?,Sn3JKU,https://yt3.ggpht.com/ytc/AMLnZu8jjp1hKWmv47rLz5FeSbE2EXxP4DOo7MGwk53K=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCv2wWHML8fG9Ptt79bWMECQ,{'value': 'UCv2wWHML8fG9Ptt79bWMECQ'},True,none,12,2022-05-07T16:18:48Z,2022-05-07T16:18:48Z,,1651940328
332,DtxWm-IYqEU,Serdeczny skrócie proszę z skrót z filmu &quot;Major Grom Doktor Plaga&quot; bardzo ciekawy film i chętnie zostawię łapkę w górę:D,"Serdeczny skrócie proszę z skrót z filmu ""Major Grom Doktor Plaga"" bardzo ciekawy film i chętnie zostawię łapkę w górę:D",Iwan Groźny,https://yt3.ggpht.com/ytc/AMLnZu8Ma-R7Z84XeMAeYlHRIh--yodRnPpHxqv0b7IIafPrjCsqZJBZChHYPDmhBbPF=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCjasad0T0rbkahlZL0LEtEg,{'value': 'UCjasad0T0rbkahlZL0LEtEg'},True,none,2,2022-05-07T16:17:10Z,2022-05-07T16:17:10Z,,1651940230
333,DtxWm-IYqEU,Wreszcie jest!❤,Wreszcie jest!❤,Movill,https://yt3.ggpht.com/pJSUoNyn2IMn3gvE-5K2TJ-ItKXDBjKwMBqBUvQXcdtpsNFteJdWZIsMVBYZVuyudNwPrRPrIA=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCM40OprUx4ich0SKPAIOSSA,{'value': 'UCM40OprUx4ich0SKPAIOSSA'},True,none,0,2022-05-07T16:16:57Z,2022-05-07T16:16:57Z,,1651940217
334,DtxWm-IYqEU,"Ciężko się w tym połapać. Naprawdę szacun dla ludzi, którzy przebrnęli przez książkę (dałem sobie spokój po 300 stronach). Filmów nie ruszalem","Ciężko się w tym połapać. Naprawdę szacun dla ludzi, którzy przebrnęli przez książkę (dałem sobie spokój po 300 stronach). Filmów nie ruszalem",Paul Key,https://yt3.ggpht.com/ytc/AMLnZu-kG-M5Ko9Y77UnJ0Z_pZjKnloFjJOZ1Oe7Rw=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCFxbQ-BO_H4AlITlP3iCB0w,{'value': 'UCFxbQ-BO_H4AlITlP3iCB0w'},True,none,4,2022-05-07T16:16:50Z,2022-05-07T16:16:50Z,,1651940210
335,DtxWm-IYqEU,"No kurde, ile ja na to czekałem!","No kurde, ile ja na to czekałem!",Jan Martynelis,https://yt3.ggpht.com/ytc/AMLnZu9gVvCu347QWZcDl6AVGpyO6kGF_rSZGXmSbVMj=s48-c-k-c0x00ffffff-no-rj,http://www.youtube.com/channel/UCWFqXfKsJAFzW0CJlsPQ41Q,{'value': 'UCWFqXfKsJAFzW0CJlsPQ41Q'},True,none,0,2022-05-07T16:16:33Z,2022-05-07T16:16:33Z,,1651940193
